"Stability","Mean_CD","Variance_CD","Points","Area","Year"
2.44549907525703,40.5537278827651,42.148992462073,3,150,2011
1.58481562724577,32.6040849550536,85.2047499352628,4,150,2011
0.982602929700787,38.5863001274694,88.3884661697896,2,150,2011
1.59118076511394,19.7564404415858,200.583551432469,3,150,2011
1.25834593856316,13.0996066672432,135.286487469564,2,150,2011
0.976067642742167,57.6087219656768,2583.61265163717,2,150,2011
2.1276320393941,33.8463728561272,4.97367135528002,3,150,2011
9.35876622158666,34.2345052890552,9.04346199761624,2,150,2011
5.32819898499722,57.4230678074269,135.078597771843,2,150,2011
3.375,32.5934649444068,410.961096830415,3,150,2011
3.3587572106361,26.9331950089747,629.690259209094,2,150,2011
0.873484847348088,74.6375099033664,134.635442579802,2,150,2011
1.34410782770864,46.0424102491075,17.6900749596176,3,150,2011
0.946469673544095,46.261519913244,12.038993299022,4,150,2011
1.54828835465003,56.1730713226664,187.564389571536,2,150,2011
0.801008432092887,40.6470984972183,42.3349748772789,3,150,2011
0.971553219679077,40.3092740655113,83.9851976746089,2,150,2011
0.915079363888473,49.5353958343723,268.999787253591,2,150,2011
2.9543345139642,51.1590651294413,145.451620550566,3,150,2011
3.24293799647624,56.0772240138458,145.773520227649,2,150,2011
0.980120982416875,61.8929501315675,223.7734167589,2,150,2011
1.73743584687517,40.2141483591553,202.11827897219,3,150,2011
2.2701849290726,35.6242031076754,277.830973474886,2,150,2011
0.899954085146515,68.5442674960241,680.668952240814,2,150,2011
0.587116935683192,17.2432453866647,296.217799893792,4,150,2011
0.556475027933926,19.0498561111364,256.511376486169,4,150,2011
2.38219469001682,20.4126303271,66.7386387831837,2,150,2011
0.556475027933926,30.2952070492901,596.452048867741,4,150,2011
0.707106781186548,50.5223900055396,127.261350797779,2,150,2011
4.09488703134896,57.802154444591,633.501791102252,2,150,2011
0.87287156094397,11.8410403139791,9.07233506806514,3,150,2011
0.707106781186548,10.940823962511,13.282333259427,2,150,2011
0.707106781186547,21.1874392095111,18.3020092206084,2,150,2011
2.19018847735601,6.01923032584675,0.429431208367986,3,150,2011
6.7175144212722,5.78155790418717,0.519933336630791,2,150,2011
1.50044609666414,13.6235037979592,21.023272118834,2,150,2011
1.70212899269398,44.3217399975335,272.354099468176,3,150,2011
0.947402557773472,49.6546316481454,275.335254999329,4,150,2011
5.48007755419574,24.4086538061153,544.315675619206,2,150,2011
1.31305086120171,43.7200244081677,273.538909166734,3,150,2011
2.21560124771785,34.3845887839008,24.1756685644703,2,150,2011
0.707106781186548,44.6714143831163,25.4349104317757,2,150,2011
1.15343741981882,63.3790003146911,1.57339234101865,3,150,2011
0.707106781186548,63.8730526436858,1.68225845932678,2,150,2011
0.843966158190395,34.4967633689184,66.6148145215345,2,150,2011
1.408721450121,30.2987923146348,102.134811172111,3,150,2011
0.942809041582063,25.183381062775,47.2650286903013,2,150,2011
0.959779604330541,31.8155363767031,0.0214302770604753,2,150,2011
1.32051282051282,4.02048680862447,1.15331265345279,3,150,2011
1.07679464326882,7.28407720943394,20.266012800066,4,150,2011
0.707106781186548,9.25642373058223,24.4205108910684,2,150,2011
1.70030550080037,7.90560272353948,16.5986716840902,3,150,2011
5.10688230856951,9.97142088713726,7.5917152578775,2,150,2011
0.777071929041177,46.3428493039251,83.0514107801731,2,150,2011
12.4384197434515,13.0190471800419,117.250946123105,3,150,2011
12.9636243217533,17.6415875718909,106.294614200556,2,150,2011
3.8140911227638,59.3722056513796,901.917989269707,2,150,2011
1.87541494914244,8.44277010732536,56.552532069308,3,150,2011
17.4891077213473,11.1185262303472,70.1470391592823,2,150,2011
1.06472400385561,56.7047631562305,470.772062433428,2,150,2011
0.859487398628812,72.2389107293338,605.914363290713,3,150,2011
1.15148196736496,59.7794146551729,454.600103963267,4,150,2011
9.97806235674347,51.2398880099737,16.8462746462348,2,150,2011
0.883450071370379,63.1169924777808,1346.88054567803,3,150,2011
0.707106781186547,72.7085050965989,2141.77840545438,2,150,2011
1.09940970806983,72.576317285573,866.349657747828,3,150,2011
0.707106781186547,86.8974923082873,502.12299130836,2,150,2011
1.03294837330612,75.9180596559862,334.108466392552,3,150,2011
